highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,total_clicks,days_active,avg_daily_clicks,avg_score,total_score,submission_count,min_score,max_score,withdrew_early,dropout
0,1,0,0,120,2167.0,92.0,3.535073409461664,78.25,1565.0,20.0,38.0,98.0,0,0
1,4,0,1,90,9137.0,200.0,3.903032891926527,74.92307692307692,974.0,13.0,60.0,88.0,1,0
0,2,0,0,150,3019.0,110.0,3.564344746162928,89.16666666666667,1070.0,12.0,76.0,99.0,0,0
1,2,1,0,90,2956.0,79.0,5.25044404973357,82.33333333333333,988.0,12.0,56.0,96.0,0,0
2,5,0,1,60,58.0,4.0,2.32,0.0,0.0,0.0,0.0,0.0,1,1
0,2,0,0,60,5486.0,154.0,5.22974261201144,91.83333333333333,1102.0,12.0,86.0,96.0,0,0
0,1,0,1,60,1017.0,45.0,3.412751677852349,81.5,326.0,4.0,76.0,86.0,1,1
0,3,0,0,240,5358.0,135.0,3.359247648902821,91.14285714285714,1914.0,21.0,74.0,100.0,1,0
0,0,0,0,60,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1
4,9,1,2,60,4071.0,84.0,4.344717182497332,93.66666666666667,1124.0,12.0,89.0,99.0,1,0
0,7,1,0,90,6019.0,124.0,5.188793103448276,82.75,993.0,12.0,75.0,96.0,0,0
2,9,1,0,60,4334.0,161.0,3.89048473967684,84.75,1017.0,12.0,71.0,96.0,0,0
2,3,1,0,60,572.0,21.0,2.6728971962616823,76.0,76.0,1.0,76.0,76.0,1,1
2,9,1,1,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,1,1,1,60,220.0,8.0,3.6065573770491803,0.0,0.0,0.0,0.0,0.0,1,1
2,3,1,0,60,4129.0,97.0,5.259872611464968,77.83333333333333,934.0,12.0,69.0,88.0,0,0
2,1,0,3,120,342.0,3.0,8.55,76.0,76.0,1.0,76.0,76.0,1,1
0,0,1,6,90,549.0,36.0,2.4292035398230087,75.33333333333333,226.0,3.0,68.0,82.0,1,1
0,3,0,0,120,1501.0,78.0,2.966403162055336,77.66666666666667,932.0,12.0,25.0,96.0,0,0
1,6,0,3,120,1536.0,67.0,3.710144927536232,61.833333333333336,742.0,12.0,42.0,78.0,0,0
1,3,1,0,60,1854.0,31.0,5.267045454545454,60.90909090909091,670.0,11.0,40.0,94.0,0,0
2,10,0,0,60,2205.0,70.0,4.332023575638507,71.5,572.0,8.0,40.0,88.0,0,1
2,9,0,0,180,19.0,3.0,2.111111111111111,0.0,0.0,0.0,0.0,0.0,1,1
0,6,0,0,60,3365.0,82.0,5.241433021806854,68.5,822.0,12.0,34.0,82.0,0,1
2,9,0,1,60,198.0,5.0,2.788732394366197,0.0,0.0,0.0,0.0,0.0,1,1
2,4,1,2,60,2352.0,84.0,3.3504273504273505,65.75,789.0,12.0,57.0,81.0,0,0
1,8,1,0,120,2775.0,119.0,3.704939919893191,73.66666666666667,884.0,12.0,56.0,83.0,0,0
2,3,1,0,120,5.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,1,1
2,8,1,1,60,2833.0,68.0,4.909878682842288,92.6923076923077,1205.0,13.0,75.0,100.0,1,1
0,6,0,0,60,347.0,48.0,1.7794871794871794,71.0,142.0,2.0,68.0,74.0,1,1
2,7,1,0,90,6269.0,181.0,2.7375545851528384,57.90909090909091,1274.0,22.0,15.0,91.0,1,0
0,6,0,0,120,3532.0,97.0,4.420525657071339,87.25,1047.0,12.0,79.0,96.0,0,0
1,3,1,0,120,52.0,5.0,1.793103448275862,72.0,72.0,1.0,72.0,72.0,1,1
2,7,1,1,90,9674.0,202.0,5.8559322033898304,80.375,1286.0,16.0,71.0,95.0,1,0
2,2,0,0,120,387.0,26.0,2.388888888888889,68.0,68.0,1.0,68.0,68.0,1,1
2,9,0,0,135,1705.0,61.0,4.059523809523809,57.0,684.0,12.0,8.0,90.0,1,1
2,2,1,1,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,9,0,1,120,2597.0,76.0,5.173306772908367,83.18181818181819,915.0,11.0,66.0,96.0,0,0
2,7,1,0,60,1382.0,65.0,3.6560846560846563,54.333333333333336,163.0,3.0,29.0,68.0,1,1
2,8,0,1,60,4086.0,112.0,4.611738148984198,74.375,1785.0,24.0,44.0,94.0,1,0
2,5,0,0,240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,8,0,0,30,712.0,58.0,3.0956521739130434,88.88888888888889,800.0,9.0,80.0,100.0,0,0
2,1,1,0,30,786.0,84.0,2.9660377358490564,88.0,792.0,9.0,53.0,100.0,0,0
0,3,0,0,30,620.0,51.0,2.6724137931034484,80.625,645.0,8.0,55.0,100.0,0,0
2,7,1,0,30,77.0,14.0,1.6041666666666667,75.0,150.0,2.0,70.0,80.0,0,1
0,1,1,0,30,852.0,54.0,3.908256880733945,88.66666666666667,798.0,9.0,60.0,100.0,0,0
2,10,1,0,30,274.0,17.0,2.946236559139785,86.0,430.0,5.0,65.0,100.0,0,1
0,8,1,0,30,354.0,32.0,2.107142857142857,77.22222222222223,695.0,9.0,60.0,100.0,0,0
2,1,0,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
0,4,1,0,30,350.0,25.0,3.0973451327433628,73.6,368.0,5.0,60.0,100.0,1,1
2,9,0,0,30,508.0,29.0,3.5774647887323945,78.57142857142857,550.0,7.0,60.0,100.0,0,0
0,5,0,0,30,568.0,34.0,3.664516129032258,85.0,595.0,7.0,50.0,100.0,0,0
0,3,1,0,30,539.0,31.0,3.9057971014492754,76.25,610.0,8.0,55.0,100.0,0,0
2,3,0,0,30,17.0,3.0,1.8888888888888888,45.0,45.0,1.0,45.0,45.0,1,1
2,4,0,0,90,270.0,19.0,2.8421052631578947,69.55555555555556,626.0,9.0,50.0,100.0,0,0
2,1,0,0,30,110.0,18.0,2.619047619047619,45.0,45.0,1.0,45.0,45.0,0,1
2,0,0,0,30,1051.0,60.0,4.089494163424124,54.857142857142854,384.0,7.0,44.0,65.0,0,0
2,6,1,0,30,184.0,8.0,3.607843137254902,74.33333333333333,446.0,6.0,42.0,100.0,0,1
2,8,0,0,30,1427.0,63.0,5.208029197080292,82.375,659.0,8.0,60.0,100.0,0,0
0,2,0,0,30,24.0,4.0,1.8461538461538463,0.0,0.0,0.0,0.0,0.0,0,1
0,6,0,0,30,737.0,32.0,3.1228813559322033,66.66666666666667,600.0,9.0,5.0,100.0,0,0
2,2,0,0,30,135.0,10.0,2.4107142857142856,51.666666666666664,155.0,3.0,14.0,73.0,0,1
0,3,0,0,30,407.0,23.0,3.1796875,92.22222222222223,830.0,9.0,70.0,100.0,0,0
2,0,0,0,30,243.0,17.0,3.0375,70.0,210.0,3.0,50.0,100.0,0,1
0,6,0,0,30,101.0,7.0,2.4634146341463414,70.0,350.0,5.0,0.0,100.0,0,1
2,4,0,0,30,507.0,33.0,3.7279411764705883,96.66666666666667,870.0,9.0,85.0,100.0,0,0
2,3,0,0,30,112.0,9.0,2.731707317073171,72.14285714285714,505.0,7.0,0.0,100.0,0,1
2,0,1,0,30,447.0,51.0,2.3526315789473684,80.55555555555556,725.0,9.0,40.0,100.0,0,0
0,3,1,0,60,361.0,21.0,3.5392156862745097,82.5,165.0,2.0,65.0,100.0,0,1
2,5,0,0,150,1251.0,70.0,4.142384105960265,81.11111111111111,730.0,9.0,40.0,100.0,0,0
0,5,0,0,30,0.0,0.0,0.0,64.5,129.0,2.0,45.0,84.0,0,1
1,0,1,0,30,553.0,40.0,3.021857923497268,81.0,729.0,9.0,40.0,100.0,0,0
2,2,0,0,30,777.0,72.0,2.9770114942528734,94.44444444444444,850.0,9.0,80.0,100.0,0,0
0,6,0,0,30,588.0,35.0,3.675,85.0,765.0,9.0,40.0,100.0,0,0
2,2,1,0,30,280.0,24.0,2.7450980392156863,73.33333333333333,660.0,9.0,40.0,100.0,0,1
2,5,0,0,30,493.0,35.0,2.987878787878788,87.14285714285714,610.0,7.0,70.0,100.0,0,0
2,2,1,0,30,758.0,36.0,3.032,85.0,765.0,9.0,60.0,100.0,0,0
3,0,0,0,30,627.0,31.0,4.576642335766423,59.875,479.0,8.0,40.0,72.0,0,1
2,2,0,0,30,283.0,21.0,3.5822784810126582,85.71428571428571,600.0,7.0,65.0,100.0,0,0
2,2,1,0,30,10768.0,256.0,7.802898550724637,93.77777777777777,844.0,9.0,80.0,100.0,0,0
0,3,1,0,30,362.0,29.0,3.62,62.142857142857146,435.0,7.0,40.0,100.0,0,0
0,4,0,0,30,484.0,21.0,3.934959349593496,85.83333333333333,515.0,6.0,60.0,100.0,0,0
0,6,0,0,30,1183.0,71.0,3.878688524590164,92.22222222222223,830.0,9.0,80.0,100.0,0,0
2,2,1,0,30,443.0,30.0,2.684848484848485,87.22222222222223,785.0,9.0,60.0,100.0,0,0
2,7,0,0,90,225.0,34.0,2.4725274725274726,72.5,580.0,8.0,40.0,100.0,0,1
2,5,0,0,30,460.0,43.0,2.8048780487804876,91.875,735.0,8.0,75.0,100.0,0,0
1,3,0,0,30,574.0,39.0,3.2613636363636362,77.85714285714286,545.0,7.0,55.0,100.0,0,0
2,2,1,0,30,592.0,46.0,3.7468354430379747,74.28571428571429,520.0,7.0,40.0,100.0,0,0
2,1,1,0,45,516.0,38.0,3.44,59.888888888888886,539.0,9.0,40.0,80.0,0,0
2,3,1,0,30,628.0,36.0,3.2538860103626943,89.88888888888889,809.0,9.0,70.0,100.0,0,0
2,1,1,0,30,3202.0,126.0,3.9144254278728607,63.46153846153846,825.0,13.0,1.0,100.0,0,0
2,7,1,0,30,1018.0,60.0,3.4863013698630136,89.57142857142857,627.0,7.0,62.0,100.0,0,1
3,2,1,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2,4,0,0,30,707.0,50.0,3.1283185840707963,83.88888888888889,755.0,9.0,65.0,100.0,0,0
0,8,1,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2,0,0,0,30,429.0,41.0,2.479768786127168,82.22222222222223,740.0,9.0,20.0,100.0,0,0
0,0,0,0,30,398.0,31.0,3.0852713178294575,76.42857142857143,535.0,7.0,50.0,100.0,0,0
2,2,0,0,30,41.0,5.0,1.4642857142857142,0.0,0.0,0.0,0.0,0.0,0,1
2,4,0,0,60,1455.0,94.0,3.5144927536231885,83.22222222222223,749.0,9.0,60.0,100.0,0,0
2,8,0,0,30,616.0,33.0,4.529411764705882,88.33333333333333,795.0,9.0,65.0,100.0,0,0
2,5,0,0,30,19.0,3.0,2.7142857142857144,70.0,70.0,1.0,70.0,70.0,0,1
2,8,1,0,60,320.0,14.0,3.4782608695652173,94.44444444444444,850.0,9.0,80.0,100.0,0,0
2,4,0,0,30,1399.0,98.0,2.189358372456964,69.75,1116.0,16.0,29.0,100.0,0,0
0,5,1,0,60,1240.0,48.0,5.391304347826087,86.66666666666667,780.0,9.0,60.0,100.0,0,0
0,4,0,0,30,617.0,41.0,3.7393939393939393,89.22222222222223,803.0,9.0,57.0,100.0,0,0
0,5,1,0,30,703.0,61.0,2.953781512605042,84.11111111111111,757.0,9.0,60.0,100.0,0,0
0,7,1,0,30,817.0,81.0,2.9817518248175183,82.55555555555556,743.0,9.0,40.0,100.0,0,0
0,5,0,0,30,422.0,19.0,3.8018018018018016,87.22222222222223,785.0,9.0,60.0,100.0,0,0
0,0,1,0,90,783.0,72.0,2.7473684210526317,80.66666666666667,484.0,6.0,60.0,100.0,0,0
0,0,0,0,30,747.0,41.0,3.178723404255319,83.22222222222223,749.0,9.0,60.0,100.0,0,1
2,8,1,0,30,441.0,14.0,3.8684210526315788,86.66666666666667,520.0,6.0,60.0,100.0,0,0
2,2,0,0,30,354.0,22.0,3.6122448979591835,86.5,346.0,4.0,80.0,100.0,1,1
2,7,0,0,30,548.0,27.0,4.183206106870229,89.55555555555556,806.0,9.0,73.0,100.0,0,0
2,0,0,0,30,493.0,31.0,3.3087248322147653,79.75,638.0,8.0,58.0,100.0,0,0
2,0,1,0,60,724.0,83.0,2.828125,85.11111111111111,766.0,9.0,50.0,100.0,0,1
0,0,1,0,30,295.0,8.0,4.338235294117647,58.57142857142857,410.0,7.0,35.0,80.0,0,1
2,3,1,0,30,532.0,24.0,3.7202797202797204,86.77777777777777,781.0,9.0,56.0,100.0,0,0
0,0,0,0,60,550.0,41.0,3.0726256983240225,67.44444444444444,607.0,9.0,0.0,100.0,1,1
2,1,1,0,30,304.0,17.0,4.405797101449275,78.33333333333333,235.0,3.0,65.0,100.0,0,1
2,8,0,0,30,266.0,13.0,2.66,68.66666666666667,618.0,9.0,40.0,100.0,0,0
2,5,1,0,30,182.0,11.0,4.7894736842105265,0.0,0.0,0.0,0.0,0.0,0,1
2,7,1,0,30,76.0,4.0,3.04,0.0,0.0,0.0,0.0,0.0,0,1
2,1,0,0,30,571.0,35.0,3.3588235294117648,88.22222222222223,794.0,9.0,69.0,100.0,0,0
2,0,0,0,30,499.0,27.0,4.158333333333333,78.75,630.0,8.0,40.0,100.0,0,0
0,1,0,0,30,273.0,9.0,2.935483870967742,79.66666666666667,717.0,9.0,60.0,100.0,0,1
2,1,0,0,30,456.0,26.0,2.4516129032258065,61.44444444444444,553.0,9.0,20.0,100.0,0,1
0,1,0,0,30,582.0,44.0,2.8115942028985508,65.1,651.0,10.0,1.0,100.0,1,0
0,3,1,0,30,673.0,27.0,3.204761904761905,86.25,690.0,8.0,65.0,100.0,0,0
0,2,0,0,30,18.0,2.0,2.25,0.0,0.0,0.0,0.0,0.0,0,1
0,6,1,0,30,941.0,33.0,6.190789473684211,88.44444444444444,796.0,9.0,70.0,100.0,0,0
2,1,0,0,90,424.0,32.0,2.9859154929577465,67.55555555555556,608.0,9.0,50.0,80.0,0,1
2,0,0,0,30,170.0,13.0,2.5757575757575757,74.0,222.0,3.0,60.0,100.0,0,1
1,5,1,0,30,332.0,12.0,4.048780487804878,63.57142857142857,445.0,7.0,40.0,80.0,0,1
0,0,0,0,30,115.0,6.0,2.2115384615384617,76.11111111111111,685.0,9.0,15.0,100.0,0,0
0,9,0,0,30,691.0,28.0,4.6066666666666665,79.0,632.0,8.0,55.0,100.0,0,0
2,7,0,0,30,47.0,4.0,3.357142857142857,60.0,60.0,1.0,60.0,60.0,1,1
2,1,0,0,30,995.0,61.0,3.109375,79.92307692307692,1039.0,13.0,1.0,100.0,0,0
0,3,0,0,30,803.0,66.0,3.0766283524904217,94.44444444444444,850.0,9.0,80.0,100.0,0,0
0,7,0,0,30,773.0,49.0,3.346320346320346,92.77777777777777,835.0,9.0,60.0,100.0,0,0
0,7,1,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2,6,0,0,30,386.0,15.0,4.241758241758242,83.57142857142857,585.0,7.0,60.0,100.0,0,0
0,5,0,0,30,568.0,52.0,3.138121546961326,89.375,715.0,8.0,80.0,100.0,0,0
0,5,1,0,30,943.0,47.0,4.012765957446809,67.85714285714286,475.0,7.0,40.0,100.0,0,0
0,6,0,0,45,1059.0,65.0,3.5182724252491693,71.92857142857143,1007.0,14.0,20.0,100.0,0,0
0,6,1,0,30,2853.0,114.0,5.140540540540541,92.77777777777777,835.0,9.0,75.0,100.0,0,0
2,4,1,0,30,552.0,24.0,3.7551020408163267,80.0,640.0,8.0,60.0,100.0,0,0
2,0,1,0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2,0,0,0,60,96.0,6.0,2.742857142857143,66.66666666666667,400.0,6.0,45.0,80.0,0,1
2,1,0,0,30,45.0,5.0,2.142857142857143,0.0,0.0,0.0,0.0,0.0,0,1
2,7,0,0,30,371.0,20.0,3.533333333333333,68.88888888888889,620.0,9.0,40.0,100.0,0,0
2,2,0,0,30,456.0,21.0,5.066666666666666,75.0,525.0,7.0,55.0,100.0,0,0
2,5,0,0,30,764.0,66.0,2.662020905923345,84.44444444444444,760.0,9.0,60.0,100.0,0,0
0,7,0,0,30,915.0,117.0,2.5774647887323945,93.33333333333333,840.0,9.0,75.0,100.0,0,0
0,9,0,0,30,851.0,65.0,3.459349593495935,69.88888888888889,629.0,9.0,20.0,100.0,0,0
2,5,1,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2,0,0,0,30,431.0,24.0,4.144230769230769,75.88888888888889,683.0,9.0,48.0,100.0,0,0
2,0,1,0,30,419.0,39.0,2.5089820359281436,77.88888888888889,701.0,9.0,40.0,100.0,0,0
2,1,0,0,90,76.0,10.0,2.235294117647059,60.0,60.0,1.0,60.0,60.0,0,1
2,7,0,0,30,46.0,4.0,3.2857142857142856,0.0,0.0,0.0,0.0,0.0,0,1
0,7,1,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
0,7,0,0,90,242.0,36.0,1.7163120567375887,69.71428571428571,488.0,7.0,40.0,100.0,0,0
2,1,1,0,30,32.0,6.0,1.7777777777777777,0.0,0.0,0.0,0.0,0.0,0,1
2,3,0,0,30,1224.0,56.0,4.707692307692308,68.66666666666667,618.0,9.0,40.0,80.0,0,0
0,8,1,0,30,817.0,44.0,4.3,81.44444444444444,733.0,9.0,40.0,100.0,0,0
0,5,0,0,30,826.0,46.0,3.6228070175438596,74.45454545454545,819.0,11.0,1.0,100.0,1,0
2,8,1,0,30,1319.0,61.0,3.507978723404255,79.0909090909091,870.0,11.0,1.0,100.0,1,0
0,8,1,0,30,0.0,0.0,0.0,64.0,64.0,1.0,64.0,64.0,0,1
2,8,0,0,30,1305.0,60.0,4.065420560747664,89.66666666666667,807.0,9.0,60.0,100.0,0,0
3,2,0,0,90,16.0,2.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0,1
2,1,1,0,30,2239.0,117.0,3.5094043887147337,80.35714285714286,1125.0,14.0,48.0,100.0,0,0
0,5,0,0,30,237.0,14.0,2.6333333333333333,78.66666666666667,708.0,9.0,58.0,100.0,0,0
0,5,0,0,30,854.0,65.0,2.392156862745098,80.5,805.0,10.0,60.0,100.0,1,0
0,0,0,0,30,71.0,11.0,2.4482758620689653,62.0,62.0,1.0,62.0,62.0,0,1
2,7,0,0,30,638.0,75.0,2.8609865470852016,80.625,645.0,8.0,60.0,100.0,0,0
0,1,0,0,30,417.0,20.0,3.2578125,87.22222222222223,785.0,9.0,60.0,100.0,0,0
0,6,1,0,30,547.0,23.0,4.972727272727273,80.22222222222223,722.0,9.0,60.0,100.0,0,0
1,8,0,0,60,707.0,31.0,4.1345029239766085,81.25,650.0,8.0,65.0,100.0,0,0
2,6,1,0,30,451.0,48.0,2.4917127071823204,71.375,571.0,8.0,1.0,100.0,1,0
2,0,0,0,30,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1
2,8,1,0,30,376.0,28.0,2.6666666666666665,80.4,402.0,5.0,55.0,100.0,0,1
2,3,0,0,30,997.0,59.0,3.988,79.4,794.0,10.0,40.0,100.0,1,0
0,4,1,0,30,948.0,57.0,2.8214285714285716,85.55555555555556,770.0,9.0,65.0,100.0,0,0
0,4,0,0,30,1514.0,104.0,3.3201754385964914,83.77777777777777,754.0,9.0,55.0,100.0,0,0
0,7,0,0,30,283.0,22.0,2.143939393939394,89.44444444444444,805.0,9.0,65.0,100.0,0,0
0,5,0,0,30,211.0,16.0,2.74025974025974,49.25,394.0,8.0,40.0,64.0,0,1
0,1,0,0,30,1322.0,67.0,4.3202614379084965,96.11111111111111,865.0,9.0,85.0,100.0,0,0
0,8,1,0,30,1297.0,96.0,3.5534246575342467,88.88888888888889,800.0,9.0,65.0,100.0,0,0
2,3,0,0,30,93.0,10.0,3.3214285714285716,75.0,75.0,1.0,75.0,75.0,0,1
2,8,0,0,30,507.0,38.0,3.4489795918367347,88.14285714285714,617.0,7.0,80.0,100.0,0,0
0,9,1,0,30,2440.0,84.0,4.969450101832994,68.46153846153847,890.0,13.0,40.0,100.0,0,0
2,6,0,0,30,542.0,43.0,2.9456521739130435,85.44444444444444,769.0,9.0,60.0,100.0,0,0
2,6,0,0,30,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1
2,5,0,0,30,385.0,14.0,3.7745098039215685,82.38461538461539,1071.0,13.0,1.0,100.0,0,0
0,3,1,0,30,717.0,24.0,4.748344370860927,79.11111111111111,712.0,9.0,52.0,100.0,0,0
2,7,0,0,30,299.0,22.0,2.411290322580645,55.375,443.0,8.0,20.0,80.0,0,0
0,5,1,0,30,3.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0,1
2,4,0,0,90,326.0,32.0,2.546875,86.55555555555556,779.0,9.0,65.0,100.0,0,0
2,8,0,0,60,278.0,20.0,2.673076923076923,80.33333333333333,964.0,12.0,58.0,100.0,0,0
2,8,1,0,30,1090.0,53.0,4.48559670781893,77.22222222222223,695.0,9.0,15.0,100.0,1,1
2,1,0,0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2,6,0,0,30,173.0,16.0,2.436619718309859,72.0,648.0,9.0,20.0,92.0,0,0
0,4,0,0,30,190.0,8.0,3.5849056603773586,79.28571428571429,555.0,7.0,45.0,100.0,0,1
2,6,1,0,30,560.0,42.0,3.3734939759036147,62.0,124.0,2.0,60.0,64.0,0,1
0,6,0,0,30,420.0,20.0,4.077669902912621,91.66666666666667,825.0,9.0,65.0,100.0,0,0
0,2,0,0,30,403.0,36.0,2.651315789473684,86.33333333333333,777.0,9.0,69.0,100.0,0,0
0,4,0,0,30,311.0,33.0,2.2056737588652484,85.0,765.0,9.0,60.0,100.0,0,0
2,0,0,0,150,642.0,56.0,2.697478991596639,65.375,523.0,8.0,40.0,100.0,0,1
0,6,0,0,30,1971.0,112.0,3.6841121495327105,91.75,734.0,8.0,60.0,100.0,0,0
2,6,0,0,150,187.0,19.0,2.2804878048780486,71.11111111111111,640.0,9.0,40.0,100.0,0,0
2,4,0,0,30,7.0,1.0,1.4,0.0,0.0,0.0,0.0,0.0,1,1
0,5,0,0,30,305.0,28.0,2.4206349206349205,77.77777777777777,700.0,9.0,40.0,100.0,0,0
2,2,0,0,30,245.0,20.0,2.9878048780487805,76.25,305.0,4.0,60.0,100.0,0,1
2,4,1,0,30,122.0,11.0,2.392156862745098,0.0,0.0,0.0,0.0,0.0,0,1
0,1,0,0,30,414.0,25.0,2.8551724137931034,81.22222222222223,731.0,9.0,45.0,100.0,0,0
2,9,1,0,30,621.0,30.0,3.7409638554216866,87.44444444444444,787.0,9.0,55.0,100.0,0,0
2,8,0,0,30,524.0,36.0,3.493333333333333,94.44444444444444,850.0,9.0,75.0,100.0,0,0
0,8,0,0,30,357.0,21.0,3.15929203539823,82.22222222222223,740.0,9.0,55.0,100.0,0,0
0,4,0,0,30,17.0,3.0,1.7,0.0,0.0,0.0,0.0,0.0,0,1
2,7,1,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2,9,1,0,30,883.0,87.0,3.0448275862068965,81.66666666666667,735.0,9.0,60.0,100.0,0,1
0,8,0,0,30,272.0,30.0,2.2479338842975207,65.77777777777777,592.0,9.0,40.0,100.0,0,0
0,4,0,0,30,976.0,56.0,3.5750915750915753,87.22222222222223,785.0,9.0,55.0,100.0,0,0
1,7,0,0,90,787.0,38.0,5.211920529801325,70.71428571428571,495.0,7.0,48.0,100.0,0,0
2,2,0,0,30,121.0,7.0,4.033333333333333,67.0,268.0,4.0,50.0,100.0,0,1
2,7,0,0,30,712.0,47.0,3.767195767195767,85.55555555555556,770.0,9.0,55.0,100.0,0,0
2,3,0,0,30,101.0,11.0,2.1956521739130435,0.0,0.0,0.0,0.0,0.0,0,1
0,3,0,0,60,486.0,37.0,3.951219512195122,79.71428571428571,558.0,7.0,60.0,100.0,0,0
2,8,0,0,30,311.0,18.0,3.2736842105263158,89.88888888888889,809.0,9.0,73.0,100.0,0,0
0,1,0,0,45,529.0,39.0,3.245398773006135,44.0,396.0,9.0,20.0,64.0,0,0
2,6,0,0,90,380.0,24.0,2.900763358778626,67.66666666666667,609.0,9.0,35.0,100.0,0,1
2,4,0,0,30,1653.0,122.0,2.9,91.11111111111111,820.0,9.0,60.0,100.0,0,0
0,9,0,0,30,452.0,48.0,2.1941747572815533,89.0,623.0,7.0,58.0,100.0,0,0
2,5,0,0,30,23.0,3.0,2.090909090909091,50.0,50.0,1.0,50.0,50.0,0,1
2,2,1,0,30,8746.0,167.0,5.1416813639035865,96.80952380952381,2033.0,21.0,85.0,100.0,1,0
2,3,0,0,30,526.0,31.0,3.4379084967320264,87.22222222222223,785.0,9.0,60.0,100.0,0,0
2,3,0,0,30,597.0,70.0,2.32295719844358,70.22222222222223,632.0,9.0,35.0,100.0,0,0
2,3,0,0,45,179.0,15.0,2.671641791044776,68.0,476.0,7.0,40.0,100.0,0,0
2,2,1,0,45,1665.0,65.0,4.100985221674877,79.44444444444444,715.0,9.0,60.0,100.0,0,0
2,6,1,0,30,483.0,39.0,2.791907514450867,78.33333333333333,705.0,9.0,60.0,100.0,0,0
0,0,1,0,45,1161.0,58.0,4.131672597864768,58.666666666666664,528.0,9.0,35.0,100.0,0,0
0,7,0,0,75,562.0,50.0,2.782178217821782,83.88888888888889,755.0,9.0,60.0,100.0,0,0
0,8,1,0,60,1805.0,57.0,6.057046979865772,92.77777777777777,835.0,9.0,75.0,100.0,0,0
2,9,1,0,30,1823.0,59.0,6.076666666666667,65.55555555555556,590.0,9.0,35.0,100.0,0,0
2,4,0,0,30,252.0,26.0,3.111111111111111,54.0,54.0,1.0,54.0,54.0,0,1
2,5,1,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,3,0,0,30,274.0,39.0,2.3620689655172415,87.14285714285714,610.0,7.0,70.0,100.0,0,0
2,3,1,0,30,588.0,23.0,4.291970802919708,77.66666666666667,699.0,9.0,59.0,100.0,0,0
2,2,1,0,30,647.0,39.0,3.497297297297297,85.0,765.0,9.0,75.0,100.0,0,0
0,3,0,0,30,198.0,16.0,3.09375,61.666666666666664,185.0,3.0,45.0,80.0,0,1
2,6,0,0,30,1051.0,46.0,4.4914529914529915,94.77777777777777,853.0,9.0,80.0,100.0,0,0
2,7,0,0,30,365.0,21.0,3.4761904761904763,78.57142857142857,550.0,7.0,65.0,100.0,0,0
2,5,0,0,30,382.0,23.0,3.105691056910569,77.55555555555556,698.0,9.0,60.0,100.0,0,0
2,7,0,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,8,0,0,45,273.0,17.0,3.067415730337079,71.66666666666667,645.0,9.0,40.0,100.0,0,0
0,5,1,0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1,0,0,0,30,337.0,39.0,2.3566433566433567,77.0,693.0,9.0,60.0,100.0,0,1
0,2,0,0,30,1120.0,51.0,4.043321299638989,85.88888888888889,773.0,9.0,60.0,100.0,0,0
2,7,1,0,45,440.0,79.0,1.981981981981982,56.888888888888886,512.0,9.0,20.0,100.0,0,0
0,6,1,0,30,942.0,52.0,3.9915254237288136,64.28571428571429,450.0,7.0,40.0,100.0,0,0
2,4,0,0,30,769.0,56.0,3.5934579439252334,79.375,635.0,8.0,65.0,100.0,0,0
3,6,0,0,30,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,1
2,0,0,0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2,3,1,0,30,1102.0,63.0,2.946524064171123,33.333333333333336,200.0,6.0,0.0,80.0,0,1
0,7,0,0,45,701.0,56.0,3.3864734299516908,83.33333333333333,750.0,9.0,40.0,100.0,0,0
0,4,0,0,30,1218.0,87.0,3.230769230769231,59.666666666666664,537.0,9.0,20.0,80.0,0,0
2,7,1,0,30,371.0,12.0,5.3768115942028984,64.0,128.0,2.0,60.0,68.0,0,1
